,age,ast_per_g,award_share,blk_per_g,fg3_pct,fg_pct,ft_pct,g,link,mp_per_g,player,points_max,points_won,pts_per_g,stl_per_g,team_id,trb_per_g,votes_first,ws,ws_per_48
0,23,4.5,0.955,0.6,.406,.474,.836,82,/players/b/birdla01.html,36.0,Larry Bird,66,63.0,21.3,1.7,BOS,10.4,63.0,11.2,.182
1,20,7.3,0.045,0.5,.226,.530,.810,77,/players/j/johnsma02.html,36.3,Magic Johnson,66,3.0,18.0,2.4,LAL,7.7,3.0,10.5,.180
2,22,2.4,0.275,0.5,.192,.464,.716,81,/players/g/griffda01.html,35.4,Darrell Griffith,69,19.0,20.6,1.3,UTA,3.6,19.0,0.4,.006
3,22,6.9,0.261,0.1,.097,.452,.749,80,/players/r/ranseke01.html,30.4,Kelvin Ransey,69,18.0,15.2,1.1,POR,2.4,18.0,2.8,.056
4,23,1.1,0.203,0.8,,.512,.588,82,/players/s/smithla01.html,31.4,Larry Smith,69,14.0,9.6,0.9,GSW,12.1,14.0,6.1,.113
5,23,0.7,0.159,1.8,.000,.533,.679,82,/players/m/mchalke01.html,20.1,Kevin McHale,69,11.0,10.0,0.3,BOS,4.4,11.0,4.7,.137
6,22,1.4,0.043,1.5,.000,.491,.716,82,/players/c/carrojo01.html,35.6,Joe Barry Carroll,69,3.0,18.9,0.6,GSW,9.3,3.0,5.7,.094
7,22,2.5,0.029,0.4,.000,.479,.706,82,/players/b/brookmi01.html,30.2,Michael Brooks,69,2.0,14.7,1.2,SDC,5.4,2.0,4.9,.095
8,22,3.2,0.014,0.3,.278,.486,.637,79,/players/o/okoremi01.html,31.3,Mike O'Koren,69,1.0,11.0,1.1,NJN,6.1,1.0,3.8,.075
9,23,3.6,0.014,0.1,.310,.495,.712,75,/players/t/toneyan01.html,23.6,Andrew Toney,69,1.0,12.9,0.8,PHI,1.9,1.0,2.2,.061
10,21,1.3,0.478,1.0,.000,.582,.624,82,/players/w/willibu01.html,34.5,Buck Williams,69,33.0,15.5,1.0,NJN,12.3,33.0,8.9,.152
11,22,3.3,0.319,0.2,.227,.496,.797,82,/players/t/tripuke01.html,37.5,Kelly Tripucka,69,22.0,21.6,1.1,DET,5.4,22.0,7.5,.117
12,22,2.2,0.159,0.3,.250,.497,.716,81,/players/v/vinceja01.html,32.4,Jay Vincent,69,11.0,21.4,1.1,DAL,7.0,11.0,5.6,.102
13,21,2.5,0.811,0.9,.000,.523,.709,70,/players/c/cummite01.html,36.2,Terry Cummings,74,60.0,23.7,1.8,SDC,10.6,60.0,8.7,.164
14,21,2.8,0.149,0.5,.222,.479,.741,81,/players/k/kellocl01.html,34.1,Clark Kellogg,74,11.0,20.1,1.7,IND,10.6,11.0,6.8,.119
15,21,1.7,0.041,0.8,.250,.579,.624,77,/players/w/worthja01.html,25.6,James Worthy,74,3.0,13.4,1.2,LAL,5.2,3.0,5.1,.125
16,23,2.0,1.000,2.4,.250,.523,.661,82,/players/s/sampsra01.html,32.8,Ralph Sampson,76,76.0,21.0,0.9,HOU,11.1,76.0,6.0,.108
17,21,5.9,0.737,0.8,.173,.515,.845,82,/players/j/jordami01.html,38.3,Michael Jordan,78,57.5,28.2,2.4,CHI,6.5,57.5,14.0,.213
18,22,1.4,0.263,2.7,,.538,.613,82,/players/o/olajuha01.html,35.5,Hakeem Olajuwon,78,20.5,20.6,1.2,HOU,11.9,20.5,10.2,.168
19,23,2.0,0.462,2.1,.000,.474,.739,50,/players/e/ewingpa01.html,35.4,Patrick Ewing,78,36.0,20.0,1.1,NYK,9.0,36.0,3.1,.084
20,22,2.4,0.212,0.5,.200,.490,.687,82,/players/m/mcdanxa01.html,33.0,Xavier McDaniel,78,16.5,17.1,1.2,SEA,8.0,16.5,5.1,.091
21,22,2.9,0.186,0.5,.000,.496,.481,81,/players/m/malonka01.html,30.6,Karl Malone,78,14.5,14.9,1.3,UTA,8.9,14.5,1.9,.036
22,22,4.3,0.051,0.1,.182,.483,.785,79,/players/w/webbsp01.html,15.6,Spud Webb,78,4.0,7.8,1.0,ATL,1.6,4.0,3.5,.137
23,23,0.3,0.038,5.0,.000,.460,.488,80,/players/b/bolma01.html,26.1,Manute Bol,78,3.0,3.7,0.4,WSB,6.0,3.0,3.9,.089
24,22,1.7,0.038,0.4,.000,.519,.662,77,/players/o/oaklech01.html,23.0,Charles Oakley,78,3.0,9.6,0.9,CHI,8.6,3.0,3.3,.090
25,21,1.0,0.013,2.6,.333,.490,.746,79,/players/b/benjabe01.html,26.4,Benoit Benjamin,78,1.0,11.1,0.8,LAC,7.6,1.0,4.0,.093
26,22,3.6,0.872,0.2,.355,.468,.747,82,/players/p/persoch01.html,36.0,Chuck Person,78,68.0,18.8,1.1,IND,8.3,68.0,5.4,.088
27,23,4.8,0.128,1.0,.213,.455,.684,82,/players/h/harpero01.html,37.4,Ron Harper,78,10.0,22.9,2.5,CLE,4.8,10.0,4.2,.066
28,22,10.6,0.963,0.1,.254,.432,.774,82,/players/j/jacksma01.html,39.6,Mark Jackson,80,77.0,13.6,2.5,NYK,4.8,77.0,7.6,.113
29,23,1.0,0.013,1.5,.200,.501,.604,82,/players/a/andergr01.html,24.2,Greg Anderson,80,1.0,11.7,0.7,SAS,6.3,1.0,2.3,.056
30,23,6.4,0.013,0.1,.333,.439,.879,67,/players/g/garlawi01.html,31.7,Winston Garland,80,1.0,12.4,1.7,GSW,3.4,1.0,1.7,.039
31,22,7.1,0.013,0.1,.308,.477,.819,61,/players/s/smithke01.html,35.6,Kenny Smith,80,1.0,13.8,1.5,SAC,2.3,1.0,2.2,.049
32,23,4.2,0.941,0.2,.367,.468,.810,79,/players/r/richmmi01.html,34.4,Mitch Richmond,85,80.0,22.0,1.0,GSW,5.9,80.0,5.6,.098
33,22,4.6,0.047,0.8,.190,.498,.775,81,/players/a/anderwi01.html,33.8,Willie Anderson,85,4.0,18.6,1.9,SAS,5.1,4.0,4.9,.085
34,23,1.6,0.012,0.8,.366,.457,.717,76,/players/m/morrich01.html,27.6,Chris Morris,85,1.0,14.1,1.3,NJN,5.2,1.0,2.8,.064
35,24,2.0,1.000,3.9,.000,.531,.732,82,/players/r/robinda01.html,36.6,David Robinson,92,92.0,24.3,1.7,SAS,12.0,92.0,15.1,.241
36,23,2.2,0.719,1.3,.342,.467,.731,74,/players/c/colemde01.html,35.2,Derrick Coleman,96,69.0,18.4,1.0,NJN,10.3,69.0,5.8,.108
37,22,4.0,0.229,1.1,.273,.422,.736,79,/players/s/simmoli01.html,37.7,Lionel Simmons,96,22.0,18.0,1.4,SAC,8.8,22.0,2.7,.044
38,22,1.6,0.031,0.3,.374,.425,.750,82,/players/s/scottde01.html,28.5,Dennis Scott,96,3.0,15.7,0.8,ORL,2.9,3.0,2.6,.054
39,22,4.2,0.021,0.2,.206,.464,.873,82,/players/b/brownde01.html,23.7,Dee Brown,96,2.0,8.7,1.0,BOS,2.2,2.0,3.5,.087
40,22,3.6,0.943,0.6,.227,.490,.829,82,/players/j/johnsla02.html,37.2,Larry Johnson,96,90.5,19.2,1.0,CHH,11.0,90.5,8.9,.140
41,25,2.2,0.036,3.0,,.493,.642,71,/players/m/mutomdi01.html,38.3,Dikembe Mutombo,96,3.5,16.6,0.6,DEN,12.3,3.5,4.8,.086
42,22,2.4,0.021,0.8,.111,.525,.654,80,/players/o/owensbi01.html,31.4,Billy Owens,96,2.0,14.3,1.1,GSW,8.0,2.0,5.6,.107
43,20,1.9,0.980,3.5,.000,.562,.592,81,/players/o/onealsh01.html,37.9,Shaquille O'Neal,98,96.0,23.4,0.7,ORL,13.9,96.0,10.4,.163
44,22,1.0,0.020,3.5,.000,.511,.781,78,/players/m/mournal01.html,33.9,Alonzo Mourning,98,2.0,21.0,0.3,CHH,10.3,2.0,8.2,.148
45,20,3.6,0.525,2.2,.000,.552,.532,76,/players/w/webbech01.html,32.1,Chris Webber,101,53.0,17.5,1.2,GSW,9.1,53.0,7.8,.154
46,22,6.6,0.465,0.6,.267,.466,.742,82,/players/h/hardaan01.html,36.8,Anfernee Hardaway,101,47.0,16.0,2.3,ORL,5.4,47.0,7.1,.112
47,21,3.4,0.010,0.2,.284,.406,.699,79,/players/m/mashbja01.html,36.7,Jamal Mashburn,101,1.0,19.2,1.1,DAL,4.5,1.0,0.9,.014
48,22,5.0,0.410,0.9,.148,.477,.732,70,/players/h/hillgr01.html,38.3,Grant Hill,105,43.0,19.9,1.8,DET,6.4,43.0,5.4,.097
49,21,7.7,0.410,0.3,.272,.385,.698,79,/players/k/kiddja01.html,33.8,Jason Kidd,105,43.0,11.7,1.9,DAL,5.4,43.0,3.7,.066
50,22,2.5,0.143,0.3,.321,.451,.796,80,/players/r/robingl01.html,37.0,Glenn Robinson,105,15.0,21.9,1.4,MIL,6.4,15.0,3.2,.053
51,23,2.0,0.019,0.6,.370,.460,.722,64,/players/j/jonesed02.html,31.0,Eddie Jones,105,2.0,14.0,2.0,LAL,3.9,2.0,5.0,.122
52,22,1.2,0.010,1.5,.250,.511,.636,80,/players/g/grantbr01.html,28.6,Brian Grant,105,1.0,13.2,0.6,SAC,7.5,1.0,5.3,.112
53,21,2.5,0.010,0.2,.000,.489,.664,65,/players/h/howarju01.html,36.1,Juwan Howard,105,1.0,17.0,0.8,WSB,8.4,1.0,2.8,.057
54,22,9.3,0.673,0.3,.395,.426,.797,70,/players/s/stoudda01.html,40.9,Damon Stoudamire,113,76.0,19.0,1.4,TOR,4.0,76.0,4.3,.072
55,31,1.8,0.150,1.1,.375,.545,.757,73,/players/s/sabonar01.html,23.8,Arvydas Sabonis,113,17.0,14.5,0.9,POR,8.1,17.0,8.4,.233
56,20,1.0,0.133,1.6,.357,.458,.773,82,/players/s/smithjo02.html,34.4,Joe Smith,113,15.0,15.3,1.0,GSW,8.7,15.0,6.8,.116
57,22,3.5,0.018,0.4,.328,.476,.749,82,/players/f/finlemi01.html,39.2,Michael Finley,113,2.0,15.0,1.0,PHO,4.6,2.0,6.3,.095
58,21,3.9,0.018,1.1,.318,.414,.747,72,/players/s/stackje01.html,37.5,Jerry Stackhouse,113,2.0,19.2,1.1,PHI,3.7,2.0,1.2,.021
59,19,1.8,0.009,1.6,.286,.491,.705,80,/players/g/garneke01.html,28.7,Kevin Garnett,113,1.0,10.4,1.1,MIN,6.3,1.0,4.4,.092
60,21,7.5,0.383,0.3,.341,.416,.702,76,/players/i/iversal01.html,40.1,Allen Iverson,115,44.0,23.5,2.1,PHI,4.1,44.0,4.1,.065
61,19,7.8,0.304,0.3,.354,.408,.727,67,/players/m/marbust01.html,34.7,Stephon Marbury,115,35.0,15.8,1.0,MIN,2.7,35.0,3.7,.077
62,20,2.2,0.217,1.0,.259,.453,.746,80,/players/a/abdursh01.html,35.0,Shareef Abdur-Rahim,115,25.0,18.7,1.0,VAN,6.9,25.0,2.9,.049
63,20,3.2,0.052,0.6,.327,.425,.631,82,/players/w/walkean02.html,36.2,Antoine Walker,115,6.0,17.5,1.3,BOS,9.0,6.0,1.7,.027
64,22,3.0,0.043,0.4,.377,.426,.771,82,/players/k/kittlke01.html,36.7,Kerry Kittles,115,5.0,16.4,1.9,NJN,3.9,5.0,6.9,.110
65,21,2.7,0.974,2.5,.000,.549,.662,82,/players/d/duncati01.html,39.1,Tim Duncan,116,113.0,21.1,0.7,SAS,11.9,113.0,12.8,.192
66,22,1.7,0.026,0.4,.308,.426,.846,62,/players/v/vanhoke01.html,37.5,Keith Van Horn,116,3.0,19.7,1.0,NJN,6.6,3.0,4.8,.098
67,22,3.0,0.958,1.5,.288,.450,.761,50,/players/c/cartevi01.html,35.2,Vince Carter,118,113.0,18.3,1.1,TOR,5.7,113.0,5.0,.136
68,23,6.0,0.025,0.0,.310,.374,.752,50,/players/w/willija02.html,36.1,Jason Williams,118,3.0,12.8,1.9,SAC,3.1,3.0,2.1,.055
69,21,2.4,0.017,1.0,.412,.439,.713,48,/players/p/piercpa01.html,34.0,Paul Pierce,118,2.0,16.5,1.7,BOS,6.4,2.0,4.9,.144
70,20,1.9,0.479,1.6,.000,.482,.685,81,/players/b/brandel01.html,37.0,Elton Brand,121,58.0,20.1,0.8,CHI,10.0,58.0,7.5,.121
71,22,6.6,0.479,0.4,.345,.445,.786,77,/players/f/francst01.html,36.1,Steve Francis,121,58.0,18.0,1.5,HOU,5.3,58.0,6.4,.111
72,20,4.2,0.025,1.3,.360,.438,.719,76,/players/o/odomla01.html,36.4,Lamar Odom,121,3.0,16.6,1.2,LAC,7.8,3.0,3.2,.055
73,23,5.8,0.017,0.2,.204,.449,.774,82,/players/m/millean02.html,25.5,Andre Miller,121,2.0,11.1,1.0,CLE,3.4,2.0,5.3,.122
74,20,1.7,0.605,0.2,.407,.436,.711,82,/players/m/millemi01.html,29.1,Mike Miller,124,75.0,11.9,0.6,ORL,4.0,75.0,5.3,.106
75,23,1.9,0.290,1.7,.091,.445,.630,68,/players/m/martike01.html,33.4,Kenyon Martin,124,36.0,12.0,1.1,NJN,7.4,36.0,2.1,.044
76,26,1.2,0.056,0.6,.217,.467,.802,48,/players/j/jacksma02.html,29.4,Marc Jackson,124,7.0,13.2,0.7,GSW,7.5,7.0,2.6,.089
77,19,1.2,0.024,1.5,.053,.505,.521,81,/players/m/milesda01.html,26.3,Darius Miles,124,3.0,9.4,0.6,LAC,5.9,3.0,3.0,.068
78,23,1.3,0.024,0.3,.382,.431,.717,80,/players/p/petermo01.html,22.6,Morris Peterson,124,3.0,9.3,0.8,TOR,3.2,3.0,3.6,.096
79,21,2.7,0.929,2.1,.200,.518,.709,82,/players/g/gasolpa01.html,36.7,Pau Gasol,126,117.0,17.6,0.5,MEM,8.9,117.0,7.6,.121
80,21,1.8,0.024,0.6,.232,.457,.713,79,/players/j/jefferi01.html,24.3,Richard Jefferson,126,3.0,9.4,0.8,NJN,3.7,3.0,4.7,.117
81,20,1.1,0.016,1.9,.250,.450,.768,82,/players/k/kirilan01.html,26.2,Andrei Kirilenko,126,2.0,10.7,1.4,UTA,4.9,2.0,7.3,.164
82,21,3.0,0.016,0.4,.333,.426,.671,80,/players/r/richaja01.html,32.9,Jason Richardson,126,2.0,14.4,1.3,GSW,4.3,2.0,2.9,.052
83,23,8.1,0.016,0.5,.240,.380,.704,80,/players/t/tinslja01.html,30.5,Jamaal Tinsley,126,2.0,9.4,1.7,IND,3.7,2.0,1.7,.033
84,20,1.0,0.783,1.1,.200,.472,.661,82,/players/s/stoudam01.html,31.3,Amar'e Stoudemire,585,458.0,13.5,0.8,PHO,8.8,59.0,6.2,.116
85,22,1.7,0.692,1.8,.500,.498,.811,82,/players/m/mingya01.html,29.0,Yao Ming,585,405.0,13.5,0.4,HOU,8.2,45.0,8.7,.176
86,22,2.7,0.306,0.4,.318,.416,.824,78,/players/b/butleca01.html,36.6,Caron Butler,585,179.0,15.4,1.8,MIA,5.1,13.0,5.1,.086
87,25,2.0,0.009,0.2,.345,.438,.737,69,/players/g/ginobma01.html,20.7,Manu Ginóbili,585,5.0,7.6,1.4,SAS,2.3,0.0,4.2,.141
88,21,1.2,0.005,0.5,.292,.457,.712,70,/players/g/goodedr01.html,26.8,Drew Gooden,585,3.0,12.5,0.8,TOT,6.5,0.0,1.7,.043
89,20,1.9,0.003,0.8,.000,.519,.578,80,/players/h/hilarne01.html,28.2,Nenê Hilário,585,2.0,10.5,1.6,DEN,6.1,0.0,5.0,.107
90,21,1.3,0.002,0.6,.000,.536,.771,81,/players/b/boozeca01.html,25.3,Carlos Boozer,585,1.0,10.0,0.7,CLE,7.5,0.0,5.9,.139
91,19,5.9,0.861,0.7,.290,.417,.754,79,/players/j/jamesle01.html,39.5,LeBron James,590,508.0,20.9,1.6,CLE,5.5,78.0,5.1,.078
92,19,2.8,0.729,0.5,.322,.426,.777,82,/players/a/anthoca01.html,36.5,Carmelo Anthony,590,430.0,21.0,1.2,DEN,6.1,40.0,6.1,.098
93,22,4.5,0.198,0.6,.302,.465,.747,61,/players/w/wadedw01.html,34.9,Dwyane Wade,590,117.0,16.2,1.4,MIA,4.0,0.0,4.6,.103
94,23,6.8,0.007,0.3,.390,.386,.804,76,/players/h/hinriki01.html,35.6,Kirk Hinrich,590,4.0,12.0,1.3,CHI,3.4,0.0,4.1,.072
95,19,1.0,0.003,1.4,.357,.459,.701,75,/players/b/boshch01.html,33.5,Chris Bosh,590,2.0,11.5,0.8,TOR,7.4,0.0,6.2,.119
96,23,2.1,0.002,0.2,.306,.494,.769,56,/players/d/daniema01.html,18.6,Marquis Daniels,590,1.0,8.5,0.9,DAL,2.6,0.0,3.2,.146
97,22,0.9,0.816,1.7,.000,.447,.609,73,/players/o/okafoem01.html,35.6,Emeka Okafor,630,514.0,15.1,0.8,CHA,10.9,77.0,4.0,.074
98,21,2.0,0.703,0.1,.405,.411,.863,82,/players/g/gordobe01.html,24.4,Ben Gordon,630,443.0,15.1,0.6,CHI,2.6,43.0,3.5,.084
99,19,0.9,0.256,1.7,.000,.520,.671,82,/players/h/howardw01.html,32.6,Dwight Howard,630,161.0,12.0,0.9,ORL,10.0,6.0,7.3,.131
100,21,3.0,0.022,0.6,.331,.493,.743,82,/players/i/iguodan01.html,32.8,Andre Iguodala,630,14.0,9.0,1.7,PHI,5.7,0.0,6.6,.118
101,19,2.2,0.002,0.4,.265,.434,.741,61,/players/d/denglu01.html,27.3,Luol Deng,630,1.0,11.7,0.8,CHI,5.3,0.0,3.0,.086
102,19,1.9,0.002,0.1,.288,.394,.689,76,/players/s/smithjr01.html,24.5,J.R. Smith,630,1.0,10.3,0.7,NOH,2.0,0.0,0.2,.006
103,20,7.8,0.997,0.1,.282,.430,.847,78,/players/p/paulch01.html,36.0,Chris Paul,625,623.0,16.1,2.2,NOK,5.1,124.0,10.4,.178
104,21,1.1,0.397,0.8,.327,.463,.706,81,/players/v/villach01.html,29.1,Charlie Villanueva,625,248.0,13.0,0.7,TOR,6.4,0.0,3.9,.079
105,21,2.3,0.157,0.8,.000,.533,.629,82,/players/b/bogutan01.html,28.6,Andrew Bogut,625,98.0,9.4,0.6,MIL,7.0,0.0,5.5,.113
106,21,5.6,0.126,0.1,.358,.391,.725,80,/players/f/feltora01.html,30.1,Raymond Felton,625,79.0,11.9,1.3,CHA,3.3,0.0,2.6,.051
107,22,0.8,0.066,0.7,.333,.477,.825,65,/players/f/fryech01.html,24.2,Channing Frye,625,41.0,12.3,0.5,NYK,5.8,0.0,3.5,.108
108,21,4.5,0.050,0.2,.416,.421,.704,80,/players/w/willide01.html,28.8,Deron Williams,625,31.0,10.8,0.8,UTA,2.4,1.0,2.8,.059
109,22,1.2,0.003,0.8,.323,.462,.777,78,/players/g/grangda01.html,22.6,Danny Granger,625,2.0,7.5,0.7,IND,4.9,0.0,5.1,.139
110,23,2.7,0.003,0.1,.361,.403,.699,80,/players/h/headlu01.html,28.9,Luther Head,625,2.0,8.8,1.1,HOU,3.3,0.0,3.5,.072
111,23,1.0,0.002,0.1,.333,.487,.752,61,/players/g/gomesry01.html,22.6,Ryan Gomes,625,1.0,7.6,0.6,BOS,4.9,0.0,3.1,.108
112,22,4.0,0.997,0.2,.377,.456,.838,57,/players/r/roybr01.html,35.4,Brandon Roy,640,638.0,16.8,1.2,POR,4.4,127.0,4.8,.114
113,21,0.8,0.413,0.8,.373,.427,.824,65,/players/b/bargnan01.html,25.1,Andrea Bargnani,640,264.0,11.6,0.5,TOR,3.9,1.0,1.9,.057
